title,address,description,date,seller,price,image
3 bedroom town house for sale,"George Dixon Road, Edgbaston","Well-presented town house built by David Wilson Homes in 2014. ""The Hinton"" design set over three floors has a delightful kitchen/ dining/family room, three bedrooms, one with ensuite, family bathroom, further shower room.There is an integral garage incorporating utility area and landsca...",09/11/2019,"Englands Estate Agents, Harborne","£290,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/16k/15170/82523897/15170_101624006151_IMG_01_0000_max_476x317.jpg
2 bedroom apartment for sale,"St. Pauls Place, 40 St. Pauls Square, Jewellery Quarter","** STUNNING 2 BEDROOM JEWELLERY QUARTER APARTMENT WITH PARKING AND 24 HOUR CONCIERGE** Centrick is proud to offer a third floor apartment located within the highly sought after St Pauls Place development, nestled in the heart of the jewellery quarter on St Paul's Square, within easy reach of ...",12/11/2019,"Centrick, Birmingham - Sales","£290,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/55k/54893/78065843/54893_28432715_IMG_18_0000_max_476x317.jpg
4 bedroom terraced house for sale,"Algernon Road, Bearwood, Birmingham, West Midlands, B16","* NO CHAIN * We are pleased to bring to the market this versatile property in a highly sought after location. This property offers plenty of living space and could be a fantastic buy to let investment for somebody. This property briefly comprises of; entrance hallway, large reception rooms to th...",03/12/2019,"Dixons, Bearwood","£290,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/1k/11/66780696/11_BRW190429_IMG_01_0000_max_476x317.JPG
2 bedroom terraced house for sale,"Earls Court Road, Harborne","A beautifully presented and extended two bedroomed mid terraced residence situated in this desirable location. Internal viewing essential
EPC BAND RATING D",07/10/2019,"Hadleigh, Harborne","£290,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/7k/6892/85446167/6892_29157243_IMG_12_0000_max_476x317.jpg
4 bedroom semi-detached house for sale,"Ridgacre Road, Quinton","SPACIOUS and EXTENDED semi detached home in POPULAR LOCATION with DRIVE and GARAGE and offering EXTENDED 19ft lounge, SEPARATE dining room, EXTENDED 15FT breakfast kitchen, 4 DOUBLE bedrooms, PLEASANT, GOOD SIZED rear garden. MUST BE VIEWED. DG & GCH. EPC Rating: D",29/10/2019,"Humberstones Homes, Quinton","£290,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/34k/33146/75111763/33146_9939626_IMG_01_0000_max_476x317.jpg
3 bedroom end of terrace house for sale,"Raddlebarn Road,
Selly Oak,
Birmingham,
B29","An attractive three-storey, three-bedroom home, the Souter has a modern open plan kitchen/diner, well-proportioned living room and three good-sized bedrooms. The top floor bedroom one also has a spacious en suite. The enclosed porch, downstairs cloakroom, two storage cupboards and off road par...",14/08/2019,Persimmon Homes Central,"£290,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/186k/185696/64378611/185696_3_482_IMG_01_0000_max_476x317.jpg
2 bedroom bungalow for sale,"Corbett Road, Hollywood, Birmingham","BLACK AND GOLDS ESTATE AGENTS are delighted to offer for sale this well presented, modern two bedroomed bungalow situated in this popular location on Corbett Road, B47. VIEWING HIGHLY RECOMMENDED!",11/11/2019,"Black & Golds Estate Agents, Solihull","£290,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/104k/103754/75438781/103754_RS0364_IMG_01_0000_max_476x317.jpg
2 bedroom end of terrace house for sale,"Hay Green Lane, Bournville, Birmingham, B30",VIEWING RECOMMENDED OF THIS DELIGHTFUL PROPERTY OF CHARM AND CHARACTER boasting two bedrooms and a number of period features. The property is very well located close to the heart of Bournville and only a short walk to Bournville Park and the historic Village Green. EP Rating D,18/10/2019,"Robert Oulsnam & Company, Bournville","£290,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/27k/26282/74838946/26282_BVL190041_IMG_01_0000_max_476x317.JPG
3 bedroom semi-detached house for sale,"Gibbs Hill Road, Birmingham, B31","NORTHFIELD/WEST HEATH Presenting two brand new homes that will be finished to an exacting specification with gorgeous modern fitted kitchen, and bathroom. Parking will be available to the front and there will be good sized rear gardens. This is a lovely sought after location and these new h...",28/09/2019,"YOUR MOVE Murray Rogers, Northfield","£290,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/9k/8560/85216232/8560_528948278_IMG_01_0000_max_476x317.jpg
4 bedroom detached house for sale,"Saxon Court, Northfield, Birmingham, B31 2GD","A well presented and generously proportioned four double bedroom detached three storey house, offered with no upward chain, an en suite to the master bedroom, a modern kitchen/diner and off road parking with a garage, situated in Northfield, Birmingham. ",11/12/2019,"Arden Estates, Rubery","£290,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/136k/135974/87411665/135974_101055011699_IMG_01_0000_max_476x317.jpg
3 bedroom detached house for sale,"Berkswell Road, Erdington, Birmingham, West Midlands, B24","Dixons are proud to present this three bedroom detached property in Erdington situated on a corner plot and therefore offering scope for extensions (subject to planning permission). Accommodation briefly comprises; lounge, dining room and kitchen on the ground floor, with three bedrooms and a fa...",26/07/2019,"Dixons, Erdington","£290,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/1k/18/71981812/18_ERD190353_IMG_01_0000_max_476x317.jpg
2 bedroom terraced house for sale,"Melton Road, Kings Heath, Birmingham, B14","A two bedroom period terrace with large EXTENDED kitchen/dining room with Bi Fold doors and Skylights. BEAUTIFULLY presented throughout with lots of period features. The property is situated near Kings Heath High Street within walking distance of local amenities including shops, bars and restau...",09/12/2019,"Purplebricks, covering Central England","£290,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/152k/151073/66923592/151073_804438-1_IMG_01_0000_max_476x317.JPG
4 bedroom detached house for sale,"Dalewood Croft, Birmingham",A very well presented and SPACIOUS detached house which has been much improved by the current owners - Enclosed porch - Entrance hall - TWO RECEPTION ROOMS - Re fitted kitchen - Utility - Guest WC - FOUR GOOD SIZE BEDROOMS - Re fitted bathroom with separate WC - Central heating - Double glazing ...,30/09/2019,"Melvyn Danes, Sheldon","£290,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/102k/101444/73899514/101444_29067657_IMG_01_0000_max_476x317.jpg
3 bedroom terraced house for sale,"George Dixon Road, Edgbaston, Birmingham, B17","A MOST ATTRACTIVE MID TERRACE FAMILY HOME. Accommodation is set across three floors to include an open plan kitchen diner, three double bedrooms; one with en suite shower room, downstairs W.C, a second floor family bathroom and an integral garage. EP Rating B. ",09/11/2019,"Robert Oulsnam & Company, Hagley Road","£290,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/37k/36536/85709195/36536_HGR190189_IMG_01_0000_max_476x317.JPG
4 bedroom semi-detached house for sale,"Olorenshaw Road, Birmingham","MORE THAN MEETS THE EYE with this GREAT FAMILY HOME!! In a superb location with easy access to SOLIHULL, with many highly regarded schools, the property is a FANTASTIC FIND for a growing family and not to be missed so call the sales team to view on .",15/10/2019,"Burchell Edwards, Sheldon - Sales","£290,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/90k/89545/84949805/89545_SHL205780_IMG_02_0000_max_476x317.jpg
3 bedroom end of terrace house for sale,"Tennal Road, Harborne, Birmingham",A fantastic opportunity to acquire a spacious end terrace property offering a buyer a chance to create their dream home,23/11/2019,"haart, Harborne","£290,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/110k/109400/86905775/109400_0364_HRT036402567_IMG_01_0000_max_476x317.jpg
4 bedroom detached house for sale,"Thomas Street, Smethwick, West Midlands, B66","Urban City Estates are pleased to bring to the market this four bedroom house for sale in Smethwick. The property offers four bedrooms, two reception, kitchen/diner and conservatory. It also boasts a front driveway, rear garden, central heating and double glazing.",16/09/2019,"Urban City Group, Birmingham","£290,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/81k/80627/81888587/80627_35thomasstreet_IMG_01_0000_max_476x317.JPG
4 bedroom detached house for sale,"Paget Road, Birmingham","DESIRABLE MODERN DEVELOPMENT, EXCELLENT LOCAL AMENITIES & SCHOOLS, Spacious Lounge, Formal Dining Room, Family Room, Fitted Kitchen, Utility Room, Guest Cloakroom, Four Bedrooms, Master with En-suite, Principal Bathroom, Enclosed Rear Garden, Large Driveway, MUST BE VIEWED.",06/11/2019,"Paul Carr, Walmley","£290,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/50k/49246/66218430/49246_9968589_IMG_01_0000_max_476x317.jpg
2 bedroom end of terrace house for sale,"Hay Green Lane, Bournville, Birmingham, B30 1UP",A well positioned and spacious 2 bedroom end terraced property on the ever popular and highly regarded Hay Green Lane. This characterful home offers a double fronted aspect making it somewhat larger t...,28/11/2019,"Wentworth & Rose , Harborne","£290,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/93k/92029/66396375/92029_530763_IMG_01_0000_max_476x317.jpg
3 bedroom semi-detached house for sale,"Halton Road, Boldmere, Sutton Coldfield","Property located in Halton Road, Boldmere, Sutton Coldfield",29/11/2019,"Green & Company, Boldmere","£400,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/16k/15200/87039773/15200_101995046576_IMG_08_0000_max_476x317.jpg
3 bedroom end of terrace house for sale,"Griffins Brook Lane, Bournville, Birmingham, B30","REQUIRING MODERNISATION, THIS DELIGHTFUL THREE BEDROOMED END TERRACE RESIDENCE offers excellent potential for a lovely home on the sought after Bournville Village Trust Estate. The property is conveniently situated for popular local schools and access to the Queen Elizabeth Hospital and Universit...",18/09/2019,"Robert Oulsnam & Company, Bournville","£290,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/27k/26282/74835997/26282_BVL180060_IMG_01_0000_max_476x317.JPG
5 bedroom semi-detached house for sale,"Wychall Road, Northfield, Birmingham, B31","Viewing is essential to appreciate what this property has to offer, a substantially extended five bedroom semi detached property within walking distance to train station and bus routes, the property comprises in brief; entrance hallway, dining room, lounge, extended kitchen, five bedrooms with...",08/11/2019,"Evans Estate Agents, Northfield","£290,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/72k/71764/62758815/71764_14803356_IMG_58_0001_max_476x317.jpeg
3 bedroom terraced house for sale,"Station Road, Kings Heath","We are pleased to offer to the market this good size, three bedroom period home which is ideally located for all of Kings Heath's amenities due to the proximity to the nearby High Street. The property offers some original features and has also been updated in places by the current owner to of...",10/12/2019,"Rice Chamberlains LLP, Moseley","£290,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/1k/936/87387569/936_9993182_IMG_01_0000_max_476x317.jpg
4 bedroom semi-detached house for sale,"Coopers Road, Handsworth Wood, Birmingham, B20",Four/five bedroom extended semi's of this calibre rarely come onto the market in such a high demand  location let alone at this price...    ,09/10/2019,"Belvoir Sales, Sutton Coldfield","£290,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/78k/77904/65650011/77904_P1810_IMG_03_0002_max_476x317.jpeg
2 bedroom terraced house for sale,"Hubert Road, Selly Oak  B29","***Sleeps Three Students - Development Opportunity - Prime Student Road*** Oakmans Estate Agents are pleased to present a terraced property set in a prime student road in Selly Oak with accommodation briefly comprising of; entrance hallway, lounge, dining room (which is currently a bedroom), dow...",15/10/2019,"Oakmans Estate Agents, Birmingham","£290,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/113k/112342/71886976/112342_2499662_IMG_11_0000_max_476x317.jpg
4 bedroom detached house for sale,"Ley Hill Farm Road, Birmingham, West Midlands, B31","A well presented four bedroom detached property situated in a popular modern development. No upward chain. The accommodation comprises; entrance hallway, WC, lounge, kitchen/diner, utility room, storage room/garage, four bedrooms, the master with en suite and family bathroom. The property further...",20/09/2019,"Dixons, Northfield","£290,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/1k/31/74255566/31_NOF190518_IMG_01_0000_max_476x317.jpg
4 bedroom detached house for sale,"Saxon Court, Northfield, Birmingham, B31 2GD","A modern three-storey town house set within an exclusive development. It offers a reception room and four bedrooms, plus kitchen/diner, family bathroom, master with en suite shower room and downstairs...",09/11/2019,"Wentworth & Rose , Harborne","£290,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/93k/92029/86442800/92029_528634_IMG_01_0000_max_476x317.jpg
3 bedroom semi-detached house for sale,"George Frederick Road, Sutton Coldfield, B73","**SPACIOUS AND IMMACULATELY PRESENTED**
A spacious traditional style three bedroom semi-detached home set in a highly popular residential location with good school catchment.
The property comprises of porch, entrance hallway, through lounge, spacious extended dining room to rear, study/office, ki...",22/10/2019,"Purplebricks, covering Central England","£290,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/152k/151073/65908434/151073_802750-1_IMG_01_0000_max_476x317.JPG
2 bedroom apartment for sale,"Canal Wharf, 14 Waterfront Walk, Birmingham, B1","Impeccably presented two double bedroom apartment available for sale in the extremely sought after development of Canal Wharf. Offered with no upward chain, this apartment awaits the right buyer to appreciate this City home.",21/02/2019,"John Shepherd, Birmingham","£290,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/66k/65373/79557425/65373_JSB180253_IMG_01_0000_max_476x317.jpg
3 bedroom semi-detached house for sale,"Beaudesert Road, Birmingham",THREE BEDROOM SEMI DETACHED WITH A LARGE CONSERVATORY AND A LARGE DOWNSTAIRS LIVING SPACE!,06/11/2019,"Connells, B'ham North - Great Barr","£290,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/2k/1599/66220224/1599_GBR307857_IMG_01_0000_max_476x317.JPG
2 bedroom terraced house for sale,"Nursery Road, Edgbaston","A traditional two bedroom terraced residence well situated close to Harborne High Street. Central heating and double glazing as specified, two reception rooms, lobby, cloaks/WC, breakfast/kitchen, bathroom/WC and gardens: no chain.",30/09/2019,"Englands Estate Agents, Harborne","£289,999",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/16k/15170/84006509/15170_101624005988_IMG_12_0000_max_476x317.jpg
